0,1
Brahma_Shiva_Hari_19b66d55-98b3-4157-b680-6a0f17fce925.mp3_8.mp3_pitch_transcript.txt,75
Raga_Bageshri_c12784d9-c5d7-4883-adae-8140551480c4.mp3_20.mp3_pitch_transcript.txt,79
Paar_Karo_Araj_Suno_6939b1dc-2646-41df-a741-095bfad3360f.mp3_13.mp3_pitch_transcript.txt,94
Paar_Karo_Araj_Suno_6939b1dc-2646-41df-a741-095bfad3360f.mp3_37.mp3_pitch_transcript.txt,94
Raga_Shuddh_Sarang_43688da7-80e9-4814-b486-b01534a6ed44.mp3_38.mp3_pitch_transcript.txt,95
Ali_Meri_Kaun_Sune_-_Khayal_Vilambhit_In_Ektal_00f54612-09f6-4528-91f1-95e5ef191c1b.mp3_72.mp3_pitch_transcript.txt,95
Raga_Puriya_Dhanashree_f4ca8526-f987-4ff8-a6a4-63459ea698ae.mp3_3.mp3_pitch_transcript.txt,96
Raga_Malkauns_-_Teental_5233f93f-4f1c-4ba1-9d3f-3d47a5f81d2e.mp3_78.mp3_pitch_transcript.txt,98
Brahma_Shiva_Hari_19b66d55-98b3-4157-b680-6a0f17fce925.mp3_11.mp3_pitch_transcript.txt,101
Raga_Malkauns_-_Teental_5233f93f-4f1c-4ba1-9d3f-3d47a5f81d2e.mp3_19.mp3_pitch_transcript.txt,102
Brahma_Shiva_Hari_19b66d55-98b3-4157-b680-6a0f17fce925.mp3_17.mp3_pitch_transcript.txt,103
Raga_Puriya_Dhanashree_f4ca8526-f987-4ff8-a6a4-63459ea698ae.mp3_4.mp3_pitch_transcript.txt,104
Are_Lalju_Ab_Tum_Kahey_Baat_Banawat_6acdbda5-8c44-4dd4-8aea-dc024c7f65b6.mp3_48.mp3_pitch_transcript.txt,104
Raga_Shuddh_Sarang_43688da7-80e9-4814-b486-b01534a6ed44.mp3_22.mp3_pitch_transcript.txt,104
Sakal_Dukh_Haran_and_Viharati_Brahmanandani_2331050f-b7cf-46d5-a700-c7503539d7c5.mp3_3.mp3_pitch_transcript.txt,105
Paar_Karo_Araj_Suno_6939b1dc-2646-41df-a741-095bfad3360f.mp3_16.mp3_pitch_transcript.txt,105
Paar_Karo_Araj_Suno_6939b1dc-2646-41df-a741-095bfad3360f.mp3_1.mp3_pitch_transcript.txt,105
